id,lon,lat,highway1,highway2,highway3,highway4,highway5
527,8.6290473,50.1290397,0,0,3,0,0
528,8.6300617,50.128287,0,0,2,1,0
529,8.6464275,50.1386506,0,0,4,0,2
530,8.5857597,50.1077241,0,0,0,4,0
531,8.5867955,50.1079915,0,0,0,4,1
532,8.5686214,50.1021741,0,0,0,2,4
533,8.5679067,50.101862,0,0,0,2,4
534,8.5664604,50.1012575,0,0,0,4,2
535,8.565498,50.1008215,0,0,0,4,2
536,8.5821805,50.1066766,0,0,0,4,2
537,8.5810387,50.1062934,0,0,0,4,1
538,8.5789921,50.1057033,0,0,0,4,2
539,8.5732822,50.1040228,0,0,0,4,2
540,8.5721023,50.1036627,0,0,0,4,2
541,8.6567386,50.1282666,1,2,0,0,0
542,8.6563953,50.1353048,3,0,0,0,0
543,8.6549995,50.1368769,2,0,0,0,0
544,8.6397864,50.1471385,3,0,0,0,0
545,8.6383542,50.1535224,3,0,0,0,0
546,8.6377768,50.155196,3,0,0,0,0
547,8.6362342,50.1578062,3,0,0,0,0
548,8.6342736,50.16266,3,0,0,0,0
549,8.6101747,50.1762403,0,0,2,2,0
550,8.6717996,50.113395,0,0,4,2,0
551,8.6902765,50.1135273,0,0,2,0,4
552,8.6943105,50.1091571,0,2,2,0,0
553,8.6949733,50.1133616,0,0,4,0,0
554,8.6945913,50.1053217,0,4,0,0,2
555,8.6953828,50.104774,0,3,0,1,0
556,8.6982355,50.1027831,0,0,0,2,2
557,8.6985145,50.1025354,0,0,0,3,0
558,8.6906179,50.1165408,0,0,2,0,2
559,8.6932528,50.1150042,0,0,2,0,4
560,8.6893912,50.1126299,0,0,4,0,0
561,8.6758691,50.1073833,0,0,4,0,0
562,8.6777814,50.1054209,0,0,8,0,0
563,8.6843123,50.1122329,0,0,4,0,3
564,8.6836732,50.1121091,0,0,4,0,1
565,8.6822265,50.1118274,0,0,4,0,1
566,8.6786313,50.1110766,0,0,2,1,0
567,8.6781398,50.1107774,0,0,4,0,0
568,8.6818588,50.1174745,0,0,2,0,2
569,8.685596,50.1183379,0,0,2,0,3
570,8.6741267,50.1157335,0,0,2,0,2
571,8.6736557,50.1073984,0,0,3,0,0
572,8.6753929,50.1080838,0,0,3,0,0
573,8.6681706,50.1083173,0,0,0,0,6
574,8.6667224,50.1079431,0,0,0,0,8
575,8.6930768,50.1133338,0,0,4,0,0
576,8.6963067,50.1133152,0,0,2,0,1
577,8.7026883,50.1145178,0,0,0,0,5
578,8.6998854,50.110241,0,2,0,0,4
579,8.6992254,50.1129958,0,0,2,0,1
580,8.7003467,50.1129203,0,0,2,0,2
